"Worksheet exported from: C:\Users\MIT MRL SEF\Documents\Agilent\ICP Expert\My Results\jwalker\20260317_ICP.esws"
"Instrument name","MY15470004"
"Software version","7.6.1.12212"
"Firmware version","5590"

""
"Label","Rack:Tube","Type","Date Time","Element","Element Label","Flags","Unadjusted Data","Concentration","Unit","Intensity","Concentration SD","Concentration % RSD","Intensity SD","Intensity % RSD","%RSE","Weight","Volume","Dilution","Internal Standard","Calibration fit","Correlation coefficient","Background correction","%RSE limit","Calibration Coefficient [1]","Calibration Coefficient [2]","Calibration Coefficient [3]","LIMS ID","Customer","Customer Ref.","Sample Date Time","Sample Site","Description","Replicates","Concentration Replicate 1","Concentration Replicate 2","Concentration Replicate 3","Intensity Replicate 1","Intensity Replicate 2","Intensity Replicate 3","Flags Replicate 1","Flags Replicate 2","Flags Replicate 3"
"Standard 1","S1:14","STD","3/5/2026 8:45:20 AM","Si 251.611","Si","!","0.10","0.10","ppm","61.92","-","-","7.19","11.61","3074.04","-","-","-","-","Linear","0.99908","Fitted","2000.00000","8.53892943138174","12.0036950981158","-","","","","","","","3","0.10","0.10","0.10","63.79","67.99","53.98","","",""
"Standard 1","S1:14","STD","3/5/2026 8:45:20 AM","Si 288.158","Si","!","--","--","ppm","-","-","-","-","N/A","13.07","-","-","-","-","Linear","0.99996","Fitted","2000.00000","18.6462695414023","53.0808516581099","-","","","","","","","3","","","","","","","","",""
"Standard 1","S1:14","STD","3/5/2026 8:45:20 AM","Sr 215.283","Sr","!","0.10","0.10","ppm","22.34","-","-","2.39","10.69","1230.73","-","-","-","-","Linear","0.99963","Fitted","2000.00000","12.4608269664284","5.37401576874638","-","","","","","","","3","0.10","0.10","0.10","21.94","24.90","20.17","","",""
"Standard 1","S1:14","STD","3/5/2026 8:45:20 AM","Sr 407.771","Sr","!","0.10","0.10","ppm","36112.23","-","-","1402.42","3.88","956.27","-","-","-","-","Linear","0.99983","Fitted","2000.00000","161.537505039335","24756.1503726789","-","","","","","","","3","0.10","0.10","0.10","37149.87","36670.09","34516.71","","",""
"Standard 1","S1:14","STD","3/5/2026 8:45:20 AM","Sr 421.552","Sr","!","0.10","0.10","ppm","13918.24","-","-","220.33","1.58","997.99","-","-","-","-","Linear","0.99989","Fitted","2000.00000","206.114097506552","9072.95640204571","-","","","","","","","3","0.10","0.10","0.10","13958.27","14115.82","13680.64","","",""
"Standard 1","S1:14","STD","3/5/2026 8:45:20 AM","Th 283.730","Th","!","0.10","0.10","ppm","62.81","-","-","0.93","1.49","284.51","-","-","-","-","Linear","0.99982","Fitted","2000.00000","50.7411909519267","25.9232184727993","-","","","","","","","3","0.10","0.10","0.10","61.73","63.41","63.29","","",""
"Standard 1","S1:14","STD","3/5/2026 8:45:20 AM","V 268.796","V","!","0.10","0.10","ppm","87.39","-","-","7.17","8.21","1204.75","-","-","-","-","Linear","0.99986","Fitted","2000.00000","7.2391404921811","44.4372370707515","-","","","","","","","3","0.10","0.10","0.10","79.14","92.06","90.98","","",""
"Standard 1","S1:14","STD","3/5/2026 8:45:20 AM","V 292.401","V","!","0.10","0.10","ppm","263.07","-","-","1.94","0.74","965.13","-","-","-","-","Linear","0.99984","Fitted","2000.00000","105.730131230042","107.500691280299","-","","","","","","","3","0.10","0.10","0.10","265.15","261.30","262.76","","",""
"Standard 1","S1:14","STD","3/5/2026 8:45:20 AM","V 309.310","V","!","0.10","0.10","ppm","189.74","-","-","5.88","3.10","751.71","-","-","-","-","Linear","0.99992","Fitted","2000.00000","28.4158527996359","138.72174459941","-","","","","","","","3","0.10","0.10","0.10","183.03","193.98","192.22","","",""
"Standard 1","S1:14","STD","3/5/2026 8:45:20 AM","V 311.070","V","!","0.10","0.10","ppm","235.88","-","-","13.94","5.91","733.92","-","-","-","-","Linear","0.99993","Fitted","2000.00000","22.4319634477462","187.586373961748","-","","","","","","","3","0.10","0.10","0.10","247.87","220.58","239.19","","",""
"Standard 1","S1:14","STD","3/5/2026 8:45:20 AM","V 311.837","V","!","0.10","0.10","ppm","279.15","-","-","9.52","3.41","946.19","-","-","-","-","Linear","0.99991","Fitted","2000.00000","19.3592816748546","180.646721883038","-","","","","","","","3","0.10","0.10","0.10","275.55","271.95","289.94","","",""
"Standard 1","S1:14","STD","3/5/2026 8:45:20 AM","Zn 206.200","Zn","!","--","--","ppm","-","-","-","-","N/A","33.50","-","-","-","-","Linear","0.99996","Fitted","2000.00000","10.8054494744866","9.94586094295093","-","","","","","","","3","","","","","","","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Al 394.401","Al","!","1.00","1.00","ppm","287.13","-","-","9.58","3.33","109.30","-","-","-","-","Linear","0.99992","Fitted","2000.00000","207.034341904362","38.2790550831863","-","","","","","","","3","1.00","1.00","1.00","286.70","296.91","277.77","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Al 396.152","Al","!","1.00","1.00","ppm","437.79","-","-","5.05","1.15","54.68","-","-","-","-","Linear","0.99986","Fitted","2000.00000","228.472739554392","135.519425108664","-","","","","","","","3","1.00","1.00","1.00","432.32","442.28","438.78","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Ba 230.424","Ba","!","1.00","1.00","ppm","79.07","-","-","1.72","2.17","2182.97","-","-","-","-","Linear","0.99952","Fitted","2000.00000","20.8850603308681","70.2137425009842","-","","","","","","","3","1.00","1.00","1.00","78.89","80.87","77.45","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Ba 233.527","Ba","!","1.00","1.00","ppm","109.43","-","-","2.30","2.10","2030.92","-","-","-","-","Linear","0.99955","Fitted","2000.00000","33.7214298459407","101.963242367889","-","","","","","","","3","1.00","1.00","1.00","111.20","106.83","110.26","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Ca 422.673","Ca","!","1.00","1.00","ppm","1421.58","-","-","17.63","1.24","325.70","-","-","-","-","Linear","0.99906","Fitted","2000.00000","316.677593934274","259.715516659042","-","","","","","","","3","1.00","1.00","1.00","1430.47","1433.00","1401.27","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Co 228.615","Co","!","1.00","1.00","ppm","30.00","-","-","1.59","5.30","723.02","-","-","-","-","Linear","0.99994","Fitted","2000.00000","6.89321332884194","26.0203216129372","-","","","","","","","3","1.00","1.00","1.00","31.83","29.05","29.11","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Co 230.786","Co","!","1.00","1.00","ppm","33.22","-","-","0.77","2.32","5.15","-","-","-","-","Linear","0.99998","Fitted","2000.00000","5.73946835547142","28.165304393011","-","","","","","","","3","1.00","1.00","1.00","33.57","32.33","33.75","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Cr 267.716","Cr","!","1.00","1.00","ppm","104.96","-","-","3.56","3.39","1282.75","-","-","-","-","Linear","0.99981","Fitted","2000.00000","30.5666384344329","91.7275430079795","-","","","","","","","3","1.00","1.00","1.00","108.90","104.02","101.96","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Cr 283.563","Cr","!","1.00","1.00","ppm","231.80","-","-","4.48","1.93","1255.80","-","-","-","-","Linear","0.99985","Fitted","2000.00000","12.3122376959177","211.693417703192","-","","","","","","","3","1.00","1.00","1.00","227.12","236.06","232.21","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Cu 224.700","Cu","!","1.00","1.00","ppm","14.79","-","-","1.42","9.58","1591.40","-","-","-","-","Linear","0.99971","Fitted","2000.00000","8.12357733186202","10.6765575550816","-","","","","","","","3","1.00","1.00","1.00","13.91","16.43","14.05","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Cu 324.754","Cu","!","1.00","1.00","ppm","185.61","-","-","7.98","4.30","734.73","-","-","-","-","Linear","0.99995","Fitted","2000.00000","11.2006731183329","178.074150124956","-","","","","","","","3","1.00","1.00","1.00","191.89","176.64","188.30","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Cu 327.395","Cu","!","1.00","1.00","ppm","238.33","-","-","6.32","2.65","592.10","-","-","-","-","Linear","0.99989","Fitted","2000.00000","191.282274162999","201.359354426859","-","","","","","","","3","1.00","1.00","1.00","234.68","245.63","234.70","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Fe 234.350","Fe","!","1.00","1.00","ppm","44.33","-","-","3.97","8.96","1418.85","-","-","-","-","Linear","0.99940","Fitted","2000.00000","66.7125124573333","33.6243983043312","-","","","","","","","3","1.00","1.00","1.00","42.09","41.99","48.92","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","La 333.749","La","!","1.00","1.00","ppm","216.55","-","-","5.19","2.40","1063.58","-","-","-","-","Linear","0.99989","Fitted","2000.00000","25.1503287134273","195.095531030046","-","","","","","","","3","1.00","1.00","1.00","216.57","221.73","211.35","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","La 379.082","La","!","1.00","1.00","ppm","245.15","-","-","1.30","0.53","844.06","-","-","-","-","Linear","0.99992","Fitted","2000.00000","38.9128854208753","210.468932124098","-","","","","","","","3","1.00","1.00","1.00","246.61","244.11","244.73","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","La 379.477","La","!","1.00","1.00","ppm","276.11","-","-","7.74","2.80","867.38","-","-","-","-","Linear","0.99992","Fitted","2000.00000","34.4162110222676","245.59263418217","-","","","","","","","3","1.00","1.00","1.00","270.24","284.88","273.21","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","La 398.852","La","!","1.00","1.00","ppm","459.10","-","-","8.56","1.86","902.50","-","-","-","-","Linear","0.99991","Fitted","2000.00000","47.4621203694767","415.327814753767","-","","","","","","","3","1.00","1.00","1.00","467.33","459.71","450.25","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","La 408.671","La","!","1.00","1.00","ppm","608.85","-","-","11.87","1.95","658.86","-","-","-","-","Linear","0.99994","Fitted","2000.00000","102.036681366988","573.588305950178","-","","","","","","","3","1.00","1.00","1.00","595.19","614.73","616.63","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Mg 279.800","Mg","!","1.00","1.00","ppm","27.67","-","-","1.91","6.91","16.32","-","-","-","-","Linear","0.99998","Fitted","2000.00000","8.42655037886288","16.7476565577313","-","","","","","","","3","1.00","1.00","1.00","29.81","26.13","27.06","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Mg 285.213","Mg","!","1.00","1.00","ppm","297.90","-","-","5.52","1.85","3313.69","-","-","-","-","Linear","0.99864","Fitted","2000.00000","212.485123528205","191.009475881856","-","","","","","","","3","1.00","1.00","1.00","300.26","301.84","291.60","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Mn 257.610","Mn","!","1.00","1.00","ppm","532.95","-","-","1.05","0.20","1359.50","-","-","-","-","Linear","0.99980","Fitted","2000.00000","14.6361562958434","517.730924154836","-","","","","","","","3","1.00","1.00","1.00","532.87","531.95","534.05","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Mn 259.372","Mn","!","1.00","1.00","ppm","528.16","-","-","5.14","0.97","1241.86","-","-","-","-","Linear","0.99984","Fitted","2000.00000","32.2412321515306","491.012883275296","-","","","","","","","3","1.00","1.00","1.00","526.01","524.46","534.03","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Mn 260.568","Mn","!","1.00","1.00","ppm","106.52","-","-","3.12","2.93","950.75","-","-","-","-","Linear","0.99987","Fitted","2000.00000","39.4536996286538","91.3807374125123","-","","","","","","","3","1.00","1.00","1.00","108.33","108.30","102.91","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Mn 293.931","Mn","!","1.00","1.00","ppm","214.67","-","-","6.70","3.12","1103.53","-","-","-","-","Linear","0.99987","Fitted","2000.00000","26.1759018489406","190.638776736735","-","","","","","","","3","1.00","1.00","1.00","207.25","220.27","216.48","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Mn 294.921","Mn","!","1.00","1.00","ppm","269.97","-","-","2.13","0.79","1019.24","-","-","-","-","Linear","0.99985","Fitted","2000.00000","182.989578766343","184.986981946955","-","","","","","","","3","1.00","1.00","1.00","268.12","272.30","269.47","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Na 589.592","Na","!","1.00","1.00","ppm","8718.12","-","-","41.17","0.47","48.09","-","-","-","-","Linear","0.99987","Fitted","2000.00000","7167.33308626705","1063.04407332545","-","","","","","","","3","1.00","1.00","1.00","8717.89","8759.41","8677.08","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Nd 386.341","Nd","!","1.00","1.00","ppm","96.07","-","-","13.63","14.19","941.34","-","-","-","-","Linear","0.99990","Fitted","2000.00000","52.7092508755967","50.5399126182653","-","","","","","","","3","1.00","1.00","1.00","109.85","82.60","95.76","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Nd 401.224","Nd","!","1.00","1.00","ppm","160.46","-","-","12.48","7.78","2310.50","-","-","-","-","Linear","0.99925","Fitted","2000.00000","142.019272647277","74.3029243550927","-","","","","","","","3","1.00","1.00","1.00","166.19","169.04","146.14","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Nd 406.108","Nd","!","1.00","1.00","ppm","110.43","-","-","11.55","10.46","1002.14","-","-","-","-","Linear","0.99990","Fitted","2000.00000","28.4407376245412","79.36141261221","-","","","","","","","3","1.00","1.00","1.00","119.23","97.35","114.70","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Nd 410.945","Nd","!","1.00","1.00","ppm","69.25","-","-","10.34","14.93","928.82","-","-","-","-","Linear","0.99988","Fitted","2000.00000","34.753115013048","53.2970770459808","-","","","","","","","3","1.00","1.00","1.00","67.30","60.02","80.42","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Ni 231.604","Ni","!","1.00","1.00","ppm","20.49","-","-","3.01","14.68","1205.80","-","-","-","-","Linear","0.99977","Fitted","2000.00000","11.2162591253129","16.0873016049951","-","","","","","","","3","1.00","1.00","1.00","18.93","23.96","18.58","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Pb 220.353","Pb","!","1.00","1.00","ppm","7.66","-","-","3.04","39.73","28.50","-","-","-","-","Linear","0.99996","Fitted","2000.00000","3.82226528277242","5.29314458038638","-","","","","","","","3","1.00","1.00","1.00","10.89","4.86","7.22","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Sc 335.372","Sc","!","1.00","1.00","ppm","822.29","-","-","1.48","0.18","950.86","-","-","-","-","Linear","0.99991","Fitted","2000.00000","72.8853318742149","750.712712568496","-","","","","","","","3","1.00","1.00","1.00","822.50","823.65","820.72","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Sc 357.634","Sc","!","1.00","1.00","ppm","876.68","-","-","9.35","1.07","832.27","-","-","-","-","Linear","0.99993","Fitted","2000.00000","37.9449936757591","841.202616627046","-","","","","","","","3","1.00","1.00","1.00","866.49","884.87","878.69","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Sc 363.074","Sc","!","1.00","1.00","ppm","529.45","-","-","9.57","1.81","683.47","-","-","-","-","Linear","0.99993","Fitted","2000.00000","73.4687946605647","494.396616437467","-","","","","","","","3","1.00","1.00","1.00","530.15","538.65","519.55","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Sc 424.682","Sc","!","1.00","1.00","ppm","1240.96","-","-","18.60","1.50","616.59","-","-","-","-","Linear","0.99995","Fitted","2000.00000","36.7379179139163","1219.1733116614","-","","","","","","","3","1.00","1.00","1.00","1239.50","1223.13","1260.25","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Si 251.611","Si","!","1.00","1.00","ppm","20.36","-","-","2.93","14.40","3074.04","-","-","-","-","Linear","0.99908","Fitted","2000.00000","8.53892943138174","12.0036950981158","-","","","","","","","3","1.00","1.00","1.00","17.39","23.25","20.44","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Si 288.158","Si","!","1.00","1.00","ppm","77.62","-","-","6.68","8.60","13.07","-","-","-","-","Linear","0.99996","Fitted","2000.00000","18.6462695414023","53.0808516581099","-","","","","","","","3","1.00","1.00","1.00","75.12","72.55","85.18","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Sr 215.283","Sr","!","1.00","1.00","ppm","13.03","-","-","2.37","18.22","1230.73","-","-","-","-","Linear","0.99963","Fitted","2000.00000","12.4608269664284","5.37401576874638","-","","","","","","","3","1.00","1.00","1.00","11.72","15.77","11.59","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Sr 407.771","Sr","!","1.00","1.00","ppm","24976.03","-","-","54.72","0.22","956.27","-","-","-","-","Linear","0.99983","Fitted","2000.00000","161.537505039335","24756.1503726789","-","","","","","","","3","1.00","1.00","1.00","24942.58","25039.18","24946.33","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Sr 421.552","Sr","!","1.00","1.00","ppm","9272.96","-","-","33.66","0.36","997.99","-","-","-","-","Linear","0.99989","Fitted","2000.00000","206.114097506552","9072.95640204571","-","","","","","","","3","1.00","1.00","1.00","9271.00","9307.56","9240.33","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Th 283.730","Th","!","1.00","1.00","ppm","33.14","-","-","2.42","7.30","284.51","-","-","-","-","Linear","0.99982","Fitted","2000.00000","50.7411909519267","25.9232184727993","-","","","","","","","3","1.00","1.00","1.00","30.36","34.27","34.79","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","V 268.796","V","!","1.00","1.00","ppm","52.98","-","-","2.44","4.60","1204.75","-","-","-","-","Linear","0.99986","Fitted","2000.00000","7.2391404921811","44.4372370707515","-","","","","","","","3","1.00","1.00","1.00","52.60","55.58","50.75","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","V 292.401","V","!","1.00","1.00","ppm","151.26","-","-","1.47","0.97","965.13","-","-","-","-","Linear","0.99984","Fitted","2000.00000","105.730131230042","107.500691280299","-","","","","","","","3","1.00","1.00","1.00","150.68","152.93","150.17","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","V 309.310","V","!","1.00","1.00","ppm","144.37","-","-","4.62","3.20","751.71","-","-","-","-","Linear","0.99992","Fitted","2000.00000","28.4158527996359","138.72174459941","-","","","","","","","3","1.00","1.00","1.00","149.52","143.00","140.60","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","V 311.070","V","!","1.00","1.00","ppm","198.82","-","-","6.97","3.50","733.92","-","-","-","-","Linear","0.99993","Fitted","2000.00000","22.4319634477462","187.586373961748","-","","","","","","","3","1.00","1.00","1.00","206.73","193.61","196.13","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","V 311.837","V","!","1.00","1.00","ppm","197.46","-","-","5.67","2.87","946.19","-","-","-","-","Linear","0.99991","Fitted","2000.00000","19.3592816748546","180.646721883038","-","","","","","","","3","1.00","1.00","1.00","197.95","202.88","191.56","","",""
"Standard 2","S1:15","STD","3/17/2026 3:13:27 PM","Zn 206.200","Zn","!","1.00","1.00","ppm","24.04","-","-","2.25","9.35","33.50","-","-","-","-","Linear","0.99996","Fitted","2000.00000","10.8054494744866","9.94586094295093","-","","","","","","","3","1.00","1.00","1.00","25.61","21.47","25.05","","",""
"Standard 3","S1:16","STD","3/17/2026 3:15:16 PM","Al 394.401","Al","!","10.00","10.00","ppm","605.19","-","-","12.65","2.09","109.30","-","-","-","-","Linear","0.99992","Fitted","2000.00000","207.034341904362","38.2790550831863","-","","","","","","","3","10.00","10.00","10.00","600.11","595.88","619.59","","",""
"Standard 3","S1:16","STD","3/17/2026 3:15:16 PM","Al 396.152","Al","!","10.00","10.00","ppm","1522.31","-","-","7.37","0.48","54.68","-","-","-","-","Linear","0.99986","Fitted","2000.00000","228.472739554392","135.519425108664","-","","","","","","","3","10.00","10.00","10.00","1513.88","1525.50","1527.54","","",""
